ID,group_id1,group_id2,ideology1,ideology2,ideological_label,income,Q1_immigration,Q2_defense,treatment,proposition_vote,state,year,log_income,weights
0016,14,1,0.945297328963897,0.776652862354969,Liberal,1191078.44050513,1,2,1,1,16,1,13.9903697072141,0.5
0017,4,10,0.0225282949788645,0.633099021241176,Liberal,3421.03443390332,5,5,1,1,17,1,8.13769825037662,0.3
0018,4,9,0.575790498388519,0.0738255120660352,Liberal,35909.882444187,5,7,0,1,18,1,10.4887678135915,0.8
0019,8,8,1.18547734951986,-0.879367961911438,Very Liberal,18919.1563839762,2,10,0,1,19,1,9.847930253027,0.7
0020,20,7,-0.121051349461652,0.709807030133511,Conservative,421042.732884208,1,9,1,1,20,1,12.9504896108013,0.3
0021,3,1,0.46849127534544,-0.690221457014256,Liberal,91661.4145785031,4,7,1,1,21,1,11.4258567908319,0.5
0022,4,7,-0.272989366959501,0.924352761557831,Conservative,41098.1375160357,10,10,0,1,22,1,10.623718083546,0.2
0023,5,10,-0.61869290431543,-0.419823489916671,Conservative,128597.922965602,10,4,0,1,23,1,11.7644459395324,0.2
0024,2,1,-0.216363928117553,0.285162271599868,Conservative,172727.174184656,6,7,0,1,24,1,12.0594686008283,0.5
0025,15,9,0.173891576918466,-0.0731341994864228,Liberal,7159.33365697105,10,3,1,1,25,1,8.87617219095506,0.5
0026,8,7,-0.797414517232711,-0.500398419167755,Conservative,165252.349901863,7,7,1,1,26,1,12.0152289778964,0.8
0027,20,3,-0.444848866426385,-0.0619815503666218,Conservative,89699.6042171903,2,6,1,1,27,1,11.4042216357427,0.5
0028,16,10,-1.07989138216175,0.0192309914806181,Very Conservative,1312317.81631092,4,2,1,1,28,1,14.0873054571931,1
0029,12,6,-0.120774992098772,-0.272065126620091,Conservative,138616.465018829,5,9,1,1,29,1,11.839466153912,0.6
0030,3,3,0.39247090566109,1.58669272896448,Liberal,18910.6000024678,2,10,1,1,30,1,9.84747789052343,0.3
0031,9,6,1.03004929880849,-0.758265914282993,Very Liberal,57928.9789304499,4,5,1,1,31,1,10.9669730380153,1
0032,19,6,1.8111582106591,0.451757015163397,Very Liberal,3199.99721322394,5,3,0,1,32,1,8.07090521791992,0.7
0033,4,1,1.33707167446698,0.731111789462507,Very Liberal,55838.0992190927,4,10,0,1,33,1,10.9302116970842,0.5
0034,8,9,0.00238629882472099,-0.772958416660797,Liberal,1055523.14840642,9,10,0,1,34,1,13.8695470772535,0.2
0035,10,10,-0.175110295448432,1.40523780835348,Conservative,431215.251583541,5,2,1,1,35,1,12.9743626680431,0.1
0036,11,1,0.625781683932634,-1.18477804255967,Liberal,110317.332595248,1,2,0,1,36,1,11.6111163333791,0.1
0037,2,1,-0.465406327513802,-0.52351142676622,Conservative,150971.72554223,1,6,0,1,37,1,11.9248478501993,0.3
0038,15,3,1.32809167794105,1.10741003703095,Very Liberal,9031.97513840151,5,3,0,1,38,1,9.10852635321294,0.7
0039,17,7,-1.07925156507682,-0.188738666636903,Very Conservative,120152.534032848,8,6,1,1,39,1,11.6965173315194,0.5
0040,6,10,-0.795509684356188,0.400751933882051,Conservative,51336.1967582812,8,1,1,1,40,1,10.8461513721774,0.2
0041,19,2,-1.657606971945,-1.32933207940231,Very Conservative,75607.1777063517,7,9,1,1,41,1,11.2333065008665,1
0042,6,3,-0.99504583660313,-0.89374802579897,Conservative,36299.2815961212,6,4,0,1,42,1,10.4995532293166,0.3
0043,17,8,-0.133536572576877,0.0766570288466243,Conservative,76939.2140853929,6,2,1,1,43,1,11.2507709616114,0.6
0044,17,6,0.193721223477973,0.237158194362088,Liberal,5310.43473465503,4,10,0,1,44,1,8.57742898181789,0.5
0045,8,10,-0.90154433300415,-1.55303408145446,Conservative,198942.003213259,9,10,1,1,45,1,12.20076862009,0.2
0046,17,9,0.152349435699638,0.441430280826287,Liberal,15176.1282589278,8,9,0,1,46,1,9.62747896301086,0.9
0047,8,2,0.230241118924581,-0.686046190566094,Liberal,48762.0476967355,5,7,1,1,47,1,10.7947075781346,0.9
0048,10,8,-0.868474493321682,1.38946445760068,Conservative,1383217.72928025,2,3,1,1,48,1,14.1399230308517,0.2
0049,15,1,-1.0334851638348,0.409581369402937,Very Conservative,81319.982664165,4,8,0,1,49,1,11.3061470545618,0.4
0050,3,7,1.3508816196306,-0.922496670926838,Very Liberal,33976.7311960698,5,5,1,1,50,1,10.4334311927196,0.4
0051,9,8,0.517140257536331,-1.55403848621693,Liberal,49450.6512976576,3,9,0,1,1,2,10.8087305077964,0.6
0052,16,5,-0.702953970613909,2.03031398678212,Conservative,895280.239471574,9,6,1,1,2,2,13.7048920649742,1
0053,3,4,-0.597977016837769,-2.47455147161248,Conservative,22011.9306208387,2,5,1,1,3,2,9.99933988629565,0.4
0054,10,4,0.342269055093238,1.00808502191141,Liberal,12214.3769933296,10,5,1,1,4,2,9.41036897897971,0.8
0055,13,3,0.365548159503334,0.73770670795982,Liberal,11846.4274577122,1,5,0,1,5,2,9.37978162074709,0.5
0056,3,10,-0.790971184501833,-0.287551750161719,Conservative,436458.866643971,3,7,1,1,6,2,12.9864494153288,0.8
0057,19,4,-1.48101586505461,-1.01932328823785,Very Conservative,4759385.08034687,3,9,0,1,7,2,15.3756290330615,0.3
0058,18,5,-0.732015729988074,-0.585273404604428,Conservative,91205.5430963381,10,3,0,1,8,2,11.4208709537805,0.1
0059,6,6,-0.23935055826958,-0.273370992519894,Conservative,19485.7727252473,10,8,0,1,9,2,9.87743987442795,0.2
0060,20,10,0.557575464567493,-0.773349671301829,Liberal,55106.3407633379,4,5,1,1,10,2,10.9170200658947,0.2
0061,9,8,-0.853003732411694,-0.338533011557089,Conservative,146770.65676022,3,6,1,1,11,2,11.8966264893532,0.4
0062,7,8,0.958812572356208,-1.08468137673739,Liberal,37419.4608882942,4,10,1,1,12,2,10.5299461926771,0.8
0063,19,2,-1.11184470800161,-0.00506711772975614,Very Conservative,185941.338385179,2,2,0,1,13,2,12.1331865179251,0.6
0064,6,5,-0.820615740088964,-0.837645794067549,Conservative,275467.075478464,3,10,1,1,14,2,12.5262233921883,1
0065,5,3,-0.646018806381326,-0.823330683574711,Conservative,176083.151254132,10,8,1,1,15,2,12.0787116127584,0.8
0066,12,2,-0.306495448912203,0.490001783349463,Conservative,20654.697338655,6,2,1,1,16,2,9.93569804654776,0.8
0067,8,4,-1.76044736316875,2.30395783272038,Very Conservative,3609646.76711229,8,1,1,1,17,2,15.0991204770762,0.3
0068,16,8,-1.59257975286636,-2.53946213375906,Very Conservative,27089.4406819589,5,5,1,1,18,2,10.2068992882052,0.6
0069,1,4,0.56202841875043,0.784830146110864,Liberal,3142723.58165484,9,8,0,1,19,2,14.9606003646181,0.7
0070,4,5,0.344145865321183,-0.200421114921762,Liberal,9035.59419913254,8,5,0,1,20,2,9.10892696723156,0.2
0071,19,1,-0.568743017143945,0.972947228518503,Conservative,122448.381018826,10,6,1,1,21,2,11.7154448407235,0.6
0072,9,1,-0.722449364181677,-1.13370281612509,Conservative,16694.6969919492,4,9,0,1,22,2,9.72284640258437,0.1
0073,20,4,-0.511862069567201,0.847215144391712,Conservative,59357.6092904857,6,9,0,1,23,2,10.9913356022742,0.5
0074,17,9,1.05866736366196,0.408429384896793,Very Liberal,70227.1768774651,7,8,0,1,24,2,11.1594906501031,0.7
0075,6,9,0.578761806908909,0.183343591747966,Liberal,17601.6900737587,5,3,1,1,25,2,9.77575020333406,0.3
0076,6,3,-0.701125750152577,0.62638638906861,Conservative,260636.520511272,1,6,1,1,26,2,12.4708820739588,0.7
0077,13,2,1.49278848703593,-0.999006633244145,Very Liberal,258718.809168819,10,9,1,1,27,2,12.4634970720206,0.1
0078,17,6,-1.05896725283809,-0.492784539416317,Very Conservative,730005.907750075,5,4,0,1,28,2,13.5008079059002,0.3
0079,2,8,1.56734358813876,-0.17968769024462,Very Liberal,18855.6266374294,9,4,1,1,29,2,9.84456664368962,1
0080,6,8,-0.387097807991158,0.670225903981395,Conservative,669894.120830193,5,3,0,1,30,2,13.4148749502677,1
0081,2,10,0.628118311730278,-0.406821846883157,Liberal,97007.974968956,2,4,0,1,31,2,11.4825484702808,0.4
0082,16,5,1.022589419942,-1.79332012263603,Very Liberal,18171.74096853,9,5,1,1,32,2,9.80762297234946,0.1
0083,11,10,-0.115129015913221,1.15696861803281,Conservative,58850.4433095036,5,9,1,1,33,2,10.9827546455318,0.5
0084,4,7,0.445994804916213,-1.31105024085713,Liberal,62026.5664251027,2,2,1,1,34,2,11.0353180629788,0.5
0085,3,7,-0.460286581896253,1.20226536765241,Conservative,67667.5486097526,7,5,0,1,35,2,11.1223620029125,0.1
0086,4,9,1.96960203518254,0.198420681109355,Very Liberal,13468.3287491222,2,9,0,1,36,2,9.50809618962978,0.4
0087,10,5,0.527543270722127,-0.191179740743313,Liberal,62613.8488066932,1,10,1,0,37,2,11.0447417595651,0.8
0088,6,9,1.20822880863234,3.3284629061797,Very Liberal,46760.943392232,6,7,0,1,38,2,10.7528035905799,0.2
0089,6,4,-0.474670785264004,-0.212207300381357,Conservative,58479.7020759617,2,3,0,1,39,2,10.9764349999504,0.2
0090,9,8,0.907426356274171,-0.261533568796555,Liberal,33579.0708980946,10,4,0,1,40,2,10.4216582619371,0.6
0091,11,2,-1.0161378585309,-0.300514621405583,Very Conservative,223128.242942019,8,2,1,1,41,2,12.3155019656043,0.1
0092,19,1,-0.954359726973375,-2.01951613442117,Conservative,152239.386674024,7,5,0,1,42,2,11.9332094732837,0.7
0093,14,6,-1.49482458716675,-0.543486740820644,Very Conservative,188036.052241477,8,2,1,1,43,2,12.144388990669,0.4
0094,8,2,-1.21265993478084,0.322703495645971,Very Conservative,219309.984989737,7,7,1,1,44,2,12.2982414645584,0.4
0095,17,3,0.673522141490084,0.765761756428372,Liberal,3689.49494484328,10,5,0,1,45,2,8.21324485635066,0.2
0096,13,5,1.54478529629287,-0.778379157025085,Very Liberal,58355.7441524723,9,9,0,1,46,2,10.9743130759282,0.9
0097,16,7,0.414105504641911,1.59345737931179,Liberal,19430.7259679353,2,3,1,1,47,2,9.87461090492287,0.7
0098,2,6,-1.73626642006096,0.412444252691657,Very Conservative,1168176.58634489,2,4,0,1,48,2,13.9709546178818,0.1
0099,6,3,-0.542747521436788,1.21557338037589,Conservative,6788.13026140407,3,1,1,1,49,2,8.82293081612345,0.2
0100,11,9,-0.870295250864106,0.746477863979322,Conservative,148513.034711929,9,7,0,1,50,2,11.9084280092107,0.7
0101,6,5,0.403238596707953,0.670301733499509,Liberal,66567.5127556072,2,9,1,1,1,3,11.1059719410547,0.7
0102,19,7,0.513248033044074,-0.550919928546398,Liberal,7687.8926128027,8,1,1,1,2,3,8.94740198239476,0.8
0103,15,7,1.67439294403038,-0.361550257630656,Very Liberal,5453.76791159503,7,2,1,1,3,3,8.60406200870381,0.9
0104,14,7,-0.0480117160545183,-0.0669466777020257,Conservative,2922.72635077401,4,8,1,1,4,3,7.98027214142455,0.5
0105,19,7,1.01216214769009,-0.912531588255864,Very Liberal,13769.9920432276,1,5,1,1,5,3,9.53024701388866,1
0106,19,5,0.131616717003086,1.62172607818837,Liberal,188630.765299403,6,9,1,1,6,3,12.1475467604773,1
0107,7,10,1.5213671615092,-0.300958903485854,Very Liberal,123816.815386968,6,7,0,1,7,3,11.7265584570443,0.9
0108,9,5,0.844211190253109,0.333750132662882,Liberal,61771.3983289969,8,8,0,1,8,3,11.0311957261057,0.3
0109,16,4,0.671315224887989,1.48183497242165,Liberal,14790.6375831083,7,7,0,1,9,3,9.60174966384318,0.8
0110,8,2,-2.49067919171176,0.230082336292438,Very Conservative,35527113.6641377,10,5,0,1,10,3,17.3858067281124,0.2
0111,3,7,-0.171853534580809,1.04956642375958,Conservative,1866608.41728522,8,1,1,1,11,3,14.4396336615246,0.1
0112,16,6,-0.0515329834403671,0.950025837291547,Conservative,27030.6922666156,3,4,0,1,12,3,10.2047282499901,1
0113,2,10,0.716404790931968,-0.757640661394817,Liberal,61632.9011785158,2,6,1,1,13,3,11.0289511169765,0.5
0114,5,9,-0.514510350068966,-0.529262163553581,Conservative,120300.992163818,10,1,0,1,14,3,11.697752149342,0.2
0115,16,8,0.159782354063603,-0.13006929754881,Liberal,29860.2229248983,8,6,1,1,15,3,10.304282536735,0.8
0116,9,5,1.15206615710446,-0.634093917421528,Very Liberal,3597.86401178077,2,4,0,1,16,3,8.18809561829337,0.2
0117,3,4,0.67709702479408,1.53893367363798,Liberal,352710.568329433,5,2,0,1,17,3,12.7734030798507,0.5
0118,8,6,-0.102190590245199,-0.560831480463292,Conservative,22988.8687965574,3,3,0,1,18,3,10.0427654123952,0.1
0119,3,3,0.697664721079873,-0.438549543167033,Liberal,70973.0356528148,10,3,0,1,19,3,11.1700553043511,0.9
0120,8,2,-0.378581356341299,0.127989630706329,Conservative,42043.4103198204,8,1,1,1,20,3,10.6464579425338,0.2
0121,19,6,-0.199398795612813,-0.770417679987571,Conservative,54660.3825365712,10,2,0,1,21,3,10.9088944579312,0.7
0122,4,10,0.22974508824105,-0.896886928461149,Liberal,72258.3855183375,7,2,0,1,22,3,11.1880036617775,0.5
0123,20,1,-1.19191032905529,0.983630299964736,Very Conservative,76790.1596621205,10,4,1,1,23,3,11.248831781527,0.4
0124,19,10,1.64687186539243,0.2813445585261,Very Liberal,12562.1296144329,2,9,1,1,24,3,9.43844198093856,0.6
0125,7,4,0.678265967263224,-1.30899997755165,Liberal,23013.7653896814,9,7,0,1,25,3,10.043847811088,0.8
0126,17,3,-1.24421569435462,-0.492737045250017,Very Conservative,283178.920836609,3,7,0,1,26,3,12.5538342059574,0.7
0127,3,6,0.119007268759727,0.145924588142451,Liberal,33403.8645247764,9,9,1,1,27,3,10.4164268766062,0.5
0128,2,2,1.35571095634749,0.146838247545621,Very Liberal,8182.15593436513,5,3,0,1,28,3,9.00971095652885,0.1
0129,5,4,-0.0608809439896588,-1.00118213641388,Conservative,56924.5521034616,8,3,0,1,29,3,10.9494820227141,0.7
0130,15,2,-0.506170537617071,0.924027963399797,Conservative,375320.288211873,4,5,1,1,30,3,12.8355350423134,0.2
0131,15,10,-0.149034595041251,0.0622078777895183,Conservative,173549.020898904,5,3,0,1,31,3,12.0642153796659,0.3
0132,10,1,-0.88474608312892,2.57032970566627,Conservative,64938.2696277482,8,7,1,1,32,3,11.0811923995942,0.1
0133,17,10,-0.218479543081394,-0.138340143623023,Conservative,87317.6798996024,7,3,0,1,33,3,11.3773082402193,0.7
0134,3,6,1.84477367359397,0.906122781387914,Very Liberal,10626.405852582,7,9,0,1,34,3,9.27109730057682,0.7
0135,16,8,-0.344567118725464,-2.09821875989071,Conservative,88774.8641579782,1,1,1,1,35,3,11.3938588276268,0.8
0136,9,10,-0.226121367899935,-1.00958860588412,Conservative,843650.23212413,7,7,1,1,36,3,13.6454932707691,0.1
0137,20,6,0.798532635942944,0.0132076439554302,Liberal,58483.7900651714,6,7,0,1,37,3,10.9765049019196,0.2
0138,12,4,-0.43948382908213,-0.58425224959832,Conservative,374548.328392556,9,3,0,1,38,3,12.8334761213907,0.8
0139,5,9,0.670837754516642,0.13546843167782,Liberal,58111.7099844506,5,10,0,1,39,3,10.9701224713175,0.2
0140,17,7,0.0677619678621948,-1.34079879353959,Liberal,27937.519389017,3,9,0,1,40,3,10.2377258453697,0.6
0141,3,10,-0.366213240064042,-1.07699601505096,Conservative,358420.774585532,4,4,0,1,41,3,12.7894629232064,0.2
0142,15,10,0.365484325883884,-1.68034444980451,Liberal,63364.1408841784,3,1,1,1,42,3,11.0566533792167,0.8
0143,5,4,1.04057163060617,2.07055853947406,Very Liberal,18788.2349849772,2,8,1,1,43,3,9.84098615425289,0.9
0144,6,5,-0.0574882871883551,0.969732857107983,Conservative,23644.2101496807,1,7,1,1,44,3,10.0708735499813,0.5
0145,18,2,1.35646881133851,-0.540977386369768,Very Liberal,9311.00901353598,5,5,1,1,45,3,9.13895274394047,0.5
0146,19,4,-0.837914796275678,0.530566602766133,Conservative,2058932.11829349,6,10,1,1,46,3,14.5376980171777,1
0147,18,5,-0.932228370422612,-0.379306379047539,Conservative,93532.9998050145,3,3,0,1,47,3,11.4460695920995,0.4
0148,11,6,-0.415970554047371,2.1603553184532,Conservative,166941.384360864,5,5,0,1,48,3,12.0253980379357,1
0149,16,6,-2.00147765892256,-0.335950041986367,Very Conservative,864844.682355441,8,7,0,1,49,3,13.670305211821,0.5
0150,6,10,-1.95465943607502,-1.37365071008189,Very Conservative,586418.978064086,6,10,0,1,50,3,13.2817897927145,0.6
0151,7,6,1.03562086089732,-0.426213286105171,Very Liberal,4499.40794600523,9,1,0,1,1,4,8.41170109954825,0.8
0152,8,5,0.185575090934878,-1.00793364147922,Liberal,1896257.75723334,6,2,0,1,2,4,14.4553929004649,0.9
0153,4,1,0.275932325648461,0.92540141156643,Liberal,126714.373026609,2,5,1,1,3,4,11.7496908012849,0.2
0154,11,5,-0.227540622872919,-1.62503280090039,Conservative,223733.472023702,3,4,1,1,4,4,12.3182107653582,0.1
0155,15,10,-0.417404608063774,-0.0261917524719669,Conservative,40539.1946624778,7,1,0,1,5,4,10.6100245545516,0.5
0156,17,4,-0.944202607429352,-0.407685397131981,Conservative,95199.3859689517,9,10,0,1,6,4,11.4637287708527,0.8
0157,11,5,0.242167548542391,1.39274956700495,Liberal,45326.539288313,9,3,1,1,7,4,10.7216479961785,0.6
0158,7,7,1.92254681775138,-1.67117489938363,Very Liberal,47754.7216487161,4,4,0,1,8,4,10.7738332237159,0.8
0159,10,3,0.570051315594682,-0.692786558219561,Liberal,34915.7715652828,8,1,1,1,9,4,10.4606939134259,0.9
0160,11,5,2.25355622762928,-0.106941358351869,Very Liberal,12005.5399532343,5,8,0,1,10,4,9.39312348500619,0.5
0161,3,1,-1.29646375353274,0.806387868011011,Very Conservative,245924.549164181,4,3,0,1,11,4,12.4127800571544,0.2
0162,18,10,-0.261196180212731,-0.381689676965087,Conservative,184496.15829737,4,3,1,1,12,4,12.1253839200095,0.1
0163,11,5,-0.308038058646118,-0.188318976315298,Conservative,10644.6839266941,6,1,1,1,13,4,9.27281588470208,0.1
0164,1,7,1.80312336227543,1.02476611283152,Very Liberal,19819.8274134359,3,1,0,1,14,4,9.89443810014858,0.1
0165,8,9,0.310557337090019,-0.0446640029923113,Liberal,422239.153665342,4,2,1,1,15,4,12.9533271473427,0.8
0166,8,4,0.0733358501601656,0.169831823178196,Liberal,13846.809825811,4,5,0,1,16,4,9.53581014759716,0.3
0167,10,7,1.35306135137747,1.13863176137008,Very Liberal,44304.5547898498,8,9,1,1,17,4,10.6988427676746,0.4
0168,5,10,-0.59461603283744,-1.08350352914081,Conservative,13935.8337557978,7,3,0,1,18,4,9.54221876990214,0.5
0169,20,2,-2.14689583198185,0.248248780823274,Very Conservative,249417.763921272,5,9,0,1,19,4,12.4268845363206,0.7
0170,12,8,0.274511691645778,-0.49538246822251,Liberal,51377.3193649112,7,6,1,1,20,4,10.8469520965685,0.2
0171,10,3,0.133954323595291,-1.35336694931535,Liberal,44912.5792188744,5,6,0,1,21,4,10.7124731952694,0.7
0172,20,10,-0.0886647600084797,1.17625112655985,Conservative,214963.108932866,2,2,1,1,22,4,12.2782217060284,0.7
0173,1,5,-0.479183118020338,-0.17640447347919,Conservative,225916.730681107,2,6,0,1,23,4,12.327921762047,0.2
0174,6,2,1.03846089196574,0.459562988055971,Very Liberal,855.103797374615,8,10,0,1,24,4,6.75122286200647,0.4
0175,3,2,-0.482965067506269,0.560883166865286,Conservative,251336.346807421,3,4,1,1,25,4,12.4345473482001,1
0176,4,3,0.0935270292597738,-0.453892845246363,Liberal,14277.8787235822,2,10,1,1,26,4,9.56646667609036,0.6
0177,4,2,0.307998822611749,-0.931808024674652,Liberal,376082.834026347,3,5,0,1,27,4,12.8375647013704,0.1
0178,11,6,-1.15444678214399,-0.592008772500944,Very Conservative,90491.0427103067,8,9,1,1,28,4,11.4130061492129,0.6
0179,3,9,-1.23007717845321,-0.885146833379964,Very Conservative,1277561.55232628,3,1,1,1,29,4,14.0604637817594,0.8
0180,1,9,-0.441627582975635,-0.201082109963303,Conservative,19827.9180832366,10,2,1,1,30,4,9.894846227764,0.7
0181,19,2,1.04453349091834,0.114804446607297,Very Liberal,4402.35909324973,5,1,1,1,31,4,8.389895833782,0.7
0182,1,9,-0.666800892038072,0.345422358784519,Conservative,82299.3807750465,1,10,1,1,32,4,11.3181188626399,0.4
0183,12,7,-2.02370267159691,0.446886192541162,Very Conservative,87052.7189078934,2,2,1,1,33,4,11.3742691785729,0.3
0184,19,4,-1.24031581401461,1.51857995913665,Very Conservative,169330.500276748,5,3,0,1,34,4,12.0396077071034,0.3
0185,10,1,0.016655830464414,0.415441398482006,Liberal,68506.1751699824,5,2,0,1,35,4,11.1346791686541,0.9
0186,13,9,-1.16829959596688,0.810507504112579,Very Conservative,128629.558604709,9,7,0,1,36,4,11.7646919135556,0.8
0187,12,10,0.915202029059126,-1.77934238478046,Liberal,13112.8213368213,5,5,1,1,37,4,9.4813457585489,0.5
0188,1,9,0.629947692577402,0.277744367040129,Liberal,22385.2954456293,6,4,1,1,38,4,10.0161595689632,0.2
0189,13,6,0.640093122142777,0.540494972372079,Liberal,78403.0405352591,6,3,0,1,39,4,11.269617987924,0.9
0190,10,6,-0.772237324799244,1.55254116754225,Conservative,196686.544141965,10,7,0,1,40,4,12.1893665940147,0.1
0191,13,5,-0.540484289272247,0.480511215026332,Conservative,122764.758850005,8,7,1,1,41,4,11.7180252734597,0.7
0192,8,4,-0.907548896146253,-0.236138032931415,Conservative,43471.2219672201,2,5,1,1,42,4,10.6798544341748,0.4
0193,18,10,-0.0171139748349905,0.514729997185746,Conservative,31472.2795980218,9,2,0,1,43,4,10.356862424614,0.6
0194,2,4,2.58172894580468,-1.68910239416619,Very Liberal,7052.5016491008,8,5,1,1,44,4,8.86113767670821,0.5
0195,6,3,-0.0549800394986171,-2.69898140325357,Conservative,300774.179821464,7,10,0,1,45,4,12.614115029014,0.8
0196,14,5,-0.0328078992533846,2.49096917207507,Conservative,14233.291441406,4,8,0,1,46,4,9.56333896731753,0.4
0197,6,5,-0.860750672254771,-0.0612289109350418,Conservative,619503.179909888,9,9,0,1,47,4,13.3366731130646,0.2
0198,5,5,-0.226439090477618,-0.335806431010634,Conservative,85224.0633615828,7,7,1,1,48,4,11.3530391067619,0.8
0199,11,10,0.503485415621627,-0.531044356305779,Liberal,67519.0061199606,9,3,1,1,49,4,11.1201644093742,0.6
0200,14,4,0.0234090692044202,-0.341490420382137,Liberal,40319.0103036746,8,8,1,1,50,4,10.6045783564042,1
0201,9,4,1.07450369881042,0.532640246230186,Very Liberal,4126.25728944533,1,1,0,1,1,5,8.32512604976877,0.9
0202,20,1,-1.27965951732021,-0.064818154946342,Very Conservative,848857.861887573,10,2,1,1,2,5,13.6516470330061,0.5
0203,20,3,-1.228416038623,0.1106516839417,Very Conservative,2026048.70913202,10,9,0,1,3,5,14.5215980055215,0.1
0204,1,9,-0.279084315980167,1.94529457183607,Conservative,5927534.13686176,7,8,0,1,4,5,15.5951188559708,0.3
0205,1,2,-0.307821577876987,-0.966779409096462,Conservative,372720.476614249,5,7,0,1,5,5,12.828584025236,0.5
0206,15,5,1.67189041072762,1.35865055030303,Very Liberal,31571.8090193117,2,1,1,1,6,5,10.3600198817574,1
0207,6,5,-0.747886299103233,1.30556328241068,Conservative,187422.523425064,7,9,1,1,7,5,12.1411208305988,0.1
0208,10,8,-0.696562307126788,-0.350329793515253,Conservative,67706.6137047308,4,9,1,1,8,5,11.1229391454838,0.5
0209,2,3,-0.635606758188252,-0.537400741498462,Conservative,28401.714701666,6,7,1,1,9,5,10.2542047991459,0.5
0210,11,7,0.369210400934491,-0.895526702695675,Liberal,131813.435608937,6,4,0,1,10,5,11.7891428352249,0.4
0211,18,5,-2.54152832348033,0.884688970077248,Very Conservative,5306604.3410488,7,7,1,1,11,5,15.4844627048662,0.9
0212,12,8,-0.887553267852715,-1.10778376986364,Conservative,81324.7210708165,5,1,1,1,12,5,11.3062053215271,1
0213,11,1,-0.0765893353873889,-0.681208922371184,Conservative,11558.9498398458,5,4,0,1,13,5,9.35521529379577,0.2
0214,19,2,-0.197019208857701,-1.95888110517424,Conservative,321305.898435065,7,4,1,1,14,5,12.6801489029655,0.9
0215,5,4,0.434564057985215,-0.100453981973998,Liberal,61332.0799225742,2,5,1,1,15,5,11.0240583116692,1
0216,2,7,1.12099032218398,-1.51843126981505,Very Liberal,19217.5304612852,5,7,0,1,16,5,9.86357818630256,0.4
0217,6,1,-0.954394368233822,0.524236816070292,Conservative,95101.2458236874,10,9,1,1,17,5,11.4626973485916,0.9
0218,2,1,0.284153896161912,-0.22693864326715,Liberal,8692.39897422513,4,9,0,1,18,5,9.07020424163733,0.1
0219,5,1,-0.310183303563732,0.503356873713276,Conservative,176499.344577747,3,6,1,1,19,5,12.0810724419081,0.4
0220,13,5,1.91766646937334,1.02661479485949,Very Liberal,96545.8561944932,5,4,1,1,20,5,11.4777733681836,0.7
0221,20,5,-1.90440774720127,0.229627084423085,Very Conservative,4225652.38950414,10,3,1,1,21,5,15.2566842185701,0.9
0222,5,6,-1.43482006575998,-1.33257056025991,Very Conservative,5616051.24985706,8,6,0,1,22,5,15.5411393503329,0.9
0223,9,5,-1.59647874897757,0.156641604210936,Very Conservative,177592.981083652,1,7,0,0,23,5,12.0872495878339,0.7
0224,6,6,0.580725863414533,-0.832341512973548,Liberal,625705.864591797,2,8,0,1,24,5,13.3466356747918,0.7
0225,15,8,-2.34526351241418,-0.440832714286454,Very Conservative,807642.021513533,1,9,1,0,25,5,13.6018741966496,1
0226,20,3,0.321225516014814,0.451457824133334,Liberal,20588.7332441737,5,7,0,1,26,5,9.93249927526248,0.5
